# Step 5.3 oscillon half — PI gain + breathing across the gamma Hopf (Δ=0.1 κ=2.0); g0*≈0.33
# Part B moving oscillon: g0=0.34 Omega=0.05 decoded_gain=0.9879735460764976 mean_speed=0.04933642912805135 osc_stationary=0.7263826682642978 osc_moving=0.7574477972072237 wobble_rad=0.041649419983587066
g0,regime,osc,ds_dB0,beta,zmax,peak_rate,cmin
0.25,static,2.1818475165182257e-15,2.8462692575586166,0.35133710464826107,0.8587248245644942,0.30530722689462036,0.2658653593526738
0.3,static,0.0,2.397750167575712,0.41705762907361943,0.8480951727385031,0.27265611165361103,0.2280748418405895
0.32,static,8.521945786934788e-7,2.186610975197557,0.4573287207202697,0.8428268605085827,0.256156985092158,0.20905682281986754
0.34,oscillon,0.7263826682642978,1.8693413449233929,0.5349477786471261,0.8228240989694965,0.22238243411996408,0.11104765182610465
0.36,oscillon,1.155245434586854,1.5604111916935897,0.6408567211791475,0.8034264179107312,0.18223449038698283,0.05747092319588381
0.38,oscillon,1.1963177287979796,1.2943039921068713,0.7726160207326546,0.726227856184064,0.15129762085444623,0.03173454714374521
0.4,oscillon,0.8260218177601671,1.0992103033826337,0.9097440197955471,0.7087546591446581,0.12758459074665024,0.02091075566242266
