B,s
0.08808221451021599,0.8689149866777452
0.08736113045084573,0.8692145704585195
0.08704130189968022,0.8689041054236948
0.08701790959970725,0.8680721251007014
0.08721369469729616,0.8667987838881467
0.0875728958654005,0.8651516449135416
0.08805469298337328,0.8631870054206212
0.08862830663811035,0.8609522751897214
0.08926966348390598,0.8584881442758888
0.08995917589691521,0.8558303155546667
0.09068025897068631,0.8530108531735201
0.09141833110062034,0.8500592434921728
0.09216013939012578,0.8470032498372305
0.09289331467052829,0.8438696151461011
0.09360610189226094,0.8406846393669662
0.09428723739892321,0.8374746334318675
0.09492595922529885,0.8342662295977953
0.0955121415186993,0.8310865116647183
0.0960365396132046,0.8279629234332526
0.0964911188481561,0.8249229266530768
0.09686942118658018,0.8219934151222572
0.09716690620123018,0.8191999458006227
0.09738119676987587,0.8165659048665171
0.09751217248673824,0.8141117619366868
0.09756188519813518,0.8118545583216296
0.09753431127429533,0.8098077227333442
0.09743498926183425,0.8079812301767383
0.09727060795092049,0.8063820477681296
0.0970486064432451,0.8050147687395909
0.0967768307556227,0.8038823291099088
0.09646327016039227,0.8029867212084489
0.09611587818024186,0.8023296494335541
0.09574247124031592,0.801913103890512
0.0953506924133357,0.8017398503814216
0.09494802678931791,0.801813849233793
0.09454185679268082,0.802140622089696
0.09413954870245049,0.8027275872632932
0.09374856471162503,0.803584382464352
0.09337659753717692,0.8047231895645333
0.09303172653112458,0.8061590696084148
0.09272259512297748,0.807910306248494
0.09245860869993014,0.8099987396156926
0.09225014867456317,0.8124500459155607
0.09210879066658499,0.8152938741651219
0.09204749948618729,0.8185636821252639
0.0920807469734297,0.8222960119805549
0.09222445730789396,0.8265288188373001
0.0924956308881895,0.8312983569363565
0.0929114540320381,0.8366341682445526
0.09348772667626551,0.8425521474731223
0.09423663005019353,0.8490467247088692
0.09516426511956928,0.8560847491016815
0.0962688533980537,0.8636045619773167
0.09754055217863322,0.8715223781391631
0.09896317328319255,0.879744409125836
0.1005171033132879,0.8881799791108362
0.10218224479929369,0.8967510447256509
0.10394012226774436,0.9053963921583318
0.10577494477821779,0.9140715002785431
0.10767385654481404,0.9227460508015785
0.10962672067590254,0.9314007302676468
0.11162570926286422,0.9400242467223947
0.11366486137118144,0.9486109128508748
0.11573968437087037,0.9571588332016494
0.11784682350484448,0.9656686053236389
0.11998380006938476,0.974142415342361
0.12214880898602787,0.9825834199972424
0.12434056427734407,0.9909953302342573
0.12655818177445444,0.9993821339942618
0.12880109019374258,1.0077479140550674
0.13106896361767575,1.0160967303266664
0.13336167006200497,1.0244325456258192
0.13567923213137748,1.032759180641557
0.13802179678027693,1.041080288387704
0.140389611958658,1.0493993415592
0.14278300848830405,1.057719628329345
0.14520238593514917,1.0660442535661712
0.14764820155183908,1.0743761434244445
0.15012096159337246,1.0827180519363815
