t,Omega,commanded,field,spiking
194.94,-0.08562559932901166,5.910103915957426,5.9337179232852355,5.815001371289548
194.96,-0.08233775537526547,5.908424282410382,5.932208177486709,5.815022444260316
194.98000000000002,-0.08350662102913987,5.906765838646337,5.930687881689662,5.815231927419949
195.0,-0.08264689402259734,5.905104303495821,5.929157234991352,5.814745982278912
195.02,-0.07849257473076916,5.903492908808286,5.927617179675341,5.812885020741597
195.04,-0.0735243696789799,5.90197273936419,5.926070354696922,5.812226694299144
195.06,-0.07543812952900461,5.9004831143721095,5.924519334049192,5.81123576240394
195.08,-0.07672714629747746,5.898961461613844,5.922963889769638,5.8093639936852535
195.1,-0.07428849438453261,5.897451305207025,5.921403731349486,5.809284731739189
195.12,-0.07346309934748872,5.895973789269704,5.9198400532582625,5.808373348733359
195.14000000000001,-0.07538599087353352,5.894485298367494,5.918273453752072,5.807241087253517
195.16,-0.0736028021490214,5.89299541043727,5.916703580138272,5.8058604809874845
195.18,-0.06825295834457609,5.891576852832333,5.9151317502154805,5.804613448383248
195.20000000000002,-0.06775655821094496,5.890216757666778,5.913560660561965,5.802529592750603
195.22,-0.06699518140178563,5.888869240270652,5.911991318941904,5.801910554581593
195.24,-0.06747074700820771,5.887524580986551,5.91042418685716,5.801417378982401
195.26,-0.0675995048112694,5.886173878468358,5.908859258129102,5.800489692088175
195.28,-0.06465097248611691,5.884851373695383,5.907296869723768,5.799798694080558
195.3,-0.0679448296163062,5.883525415674359,5.905738033404264,5.800596199496234
195.32,-0.07174777496984973,5.882128489628498,5.904181363577527,5.799373747298618
195.34,-0.07531632009612088,5.880657848677838,5.902624634136484,5.798747893821823
195.36,-0.07808625543514189,5.879123822922524,5.9010657730517355,5.79768593734249
195.38,-0.0797465390794406,5.8775454949773795,5.899503213372505,5.796934013074872
195.4,-0.08169416191644674,5.87593108796742,5.897935931281713,5.796561238944748
195.42000000000002,-0.08266013331126851,5.874287545015141,5.896363014328288,5.79648805146084
195.44,-0.08247203507140088,5.872636223331316,5.894784070611711,5.795465924559328
195.46,-0.08125243566077628,5.870998978623994,5.8931994180552305,5.796819965307759
195.48000000000002,-0.07946133262386537,5.869391840941146,5.891609993520242,5.796823470139066
195.5,-0.08066150836065245,5.867790612531302,5.890016756849153,5.797385491753597
195.52,-0.08048102373644285,5.866179187210331,5.888419591832831,5.79881264155618
195.54,-0.0810112860580234,5.864564264112388,5.886818577302194,5.798394541259122
195.56,-0.07668713226480302,5.8629872799291585,5.8852141524588735,5.799503032780531
195.58,-0.07764775219194363,5.86144393108459,5.883608177277242,5.800089995007512
195.6,-0.07853814204652151,5.859882072142207,5.8820007634781035,5.799606542820318
195.62,-0.07334612782924643,5.858363229443448,5.880392138047705,5.798549388356409
195.64000000000001,-0.0700779215775267,5.856928988949379,5.878784914102095,5.7989023277287695
195.66,-0.06796189008232954,5.855548590832782,5.877181377057345,5.799305037146138
195.68,-0.06701672085770721,5.854198804723381,5.8755829644246225,5.79823060672923
195.70000000000002,-0.0643550972788278,5.852885086542015,5.873990656517093,5.799064040490486
195.72,-0.06398120930598947,5.851601723476168,5.872405780525859,5.798217252565885
195.74,-0.06447337967357315,5.850317177586372,5.870828760293165,5.797133313039896
195.76,-0.06786963561923406,5.848993747433445,5.869259088759501,5.797508614229199
195.78,-0.07330840792188381,5.847581966998034,5.867694713790188,5.7968789595223535
195.8,-0.06887521133223017,5.846160130805492,5.866133477157769,5.795872493310783
195.82,-0.06908464513806604,5.84478053224079,5.86457672915368,5.7958942895888965
195.84,-0.06869421385129369,5.843402743650896,5.863024936484351,5.794839751881303
195.86,-0.06832057323104451,5.842032595780072,5.861478316972612,5.794511789796069
195.88,-0.07197223614530095,5.84062966768631,5.859936708328366,5.793855488833249
195.9,-0.07219391627096931,5.839188006162146,5.85839859653836,5.7929410664801795
195.92000000000002,-0.07310483207371402,5.837735018678699,5.85686343887856,5.79147873923394
195.94,-0.06756396822482988,5.836328330675714,5.855331453268102,5.789777348569168
195.96,-0.06435988134116859,5.835009092180053,5.853805273907323,5.7860700097685624
195.98000000000002,-0.0640621304195969,5.833724872062445,5.852286880933781,5.786723092549871
196.0,-0.0701604913975176,5.832382645844275,5.850776059965183,5.786977956681411
196.02,-0.07234720100260895,5.830957568920273,5.849269980510982,5.786903221098805
196.04,-0.07441330765145157,5.829489963833734,5.847766837181803,5.784965309611434
196.06,-0.07013599240519992,5.828044470833167,5.846265983190838,5.7837791697047125
196.08,-0.07026088539873958,5.8266405020551275,5.844769017267737,5.78351760477974
196.1,-0.06978907900151456,5.825240002411126,5.843276379390694,5.781794163706569
196.12,-0.07036732562614578,5.823838438364849,5.841788174912809,5.782485721091779
196.14000000000001,-0.0706020540625324,5.8224287445679614,5.840304156502911,5.782405551641493
196.16,-0.07264201003744374,5.820996303926963,5.838823917205457,5.781005329265896
196.18,-0.07308323258944648,5.819539051500693,5.837346488988858,5.77865057307785
196.20000000000002,-0.07417131023760698,5.818066506072422,5.835871330233148,5.778606040937208
196.22,-0.07368333590905533,5.816587959610957,5.834397963972981,5.777554378979089
196.24,-0.07235233704726929,5.815127602881393,5.832926606881664,5.777359437157842
196.26,-0.06690598260500032,5.813735019684872,5.831458434646746,5.776159312962137
196.28,-0.06736781099407635,5.81239228174888,5.829995816523699,5.776291814869835
196.3,-0.06983581901509048,5.811020245448788,5.828538799606907,5.774392911014407
196.32,-0.06866174886557364,5.8096352697699825,5.827086333970453,5.773935711576994
196.34,-0.06670088731814804,5.808281643408145,5.825638798022984,5.773292796326957
196.36,-0.06699038675180163,5.806944730667444,5.82419704295575,5.772576799493987
196.38,-0.06645430001691527,5.8056102837997585,5.822761120130783,5.771135458808316
196.4,-0.06996178351896157,5.804246122964399,5.821330757172236,5.768277851228302
196.42000000000002,-0.07122398052244344,5.802834265323984,5.81990428688097,5.76756189252495
196.44,-0.07033166323541903,5.801418708886406,5.81848081306491,5.767160888320205
196.46,-0.06538787702888375,5.8000615134837625,5.817061033420691,5.766097951084956
196.48000000000002,-0.06340685803513722,5.7987735661331214,5.8156472712277,5.764872192025357
196.5,-0.06035002310677605,5.797535997321703,5.814241104056263,5.763551163282485
196.52,-0.05874075321744928,5.796345089558461,5.812844076766351,5.7627104583166195
196.54,-0.05836034190969765,5.79517407860719,5.811457079416666,5.762982178505456
196.56,-0.06219612086328025,5.79396851397946,5.810079860838256,5.763667927792928
196.58,-0.06122556612423736,5.792734297109584,5.808710755753346,5.763064427729199
196.6,-0.061816293160066586,5.7915038785167425,5.807349544252084,5.764206824931887
196.62,-0.06457073903970006,5.790240008194744,5.8059956192391065,5.762892499648427
196.64000000000001,-0.06489415974414194,5.788945359206905,5.80464754913711,5.763799627594575
