g0,zmax,slope,beta,Omega_star,Omega_star_degpers
0.0,0.8949880757829225,3.9061658030865862,0.25600551804785576,0.3515549222777927,2014.2613313567206
0.05,0.8893769672375781,3.8154130141146174,0.26209482336529016,0.4960036918349003,2841.891816504728
0.1,0.8829729635383771,3.6632912927368797,0.2729785649267576,0.4945443245194788,2833.530257711429
0.15,0.8757501080371884,3.4640930475419194,0.2886758485628983,0.45033209618044956,2580.2128490419223
0.2,0.8676998207060653,3.1956768195678205,0.31292275673083825,0.4314163706416558,2471.833725061851
0.25,0.8587248245699199,2.8462692575586175,0.35133710464826096,0.41270904234599953,2364.6486293311746
0.3,0.8480893027550825,2.397750167707038,0.4170576290507769,0.3596625251560557,2060.714474045979
